Genome	D1_P102_M Read Count	D1_P102_M Covered Fraction	D1_P102_M Length	D1_P107_M Read Count	D1_P107_M Covered Fraction	D1_P107_M Length	D1_P167_M Read Count	D1_P167_M Covered Fraction	D1_P167_M Length	D1_P225_M Read Count	D1_P225_M Covered Fraction	D1_P225_M Length	D1_P295_M Read Count	D1_P295_M Covered Fraction	D1_P295_M Length	D1_P304_M Read Count	D1_P304_M Covered Fraction	D1_P304_M Length	D1_P46_M Read Count	D1_P46_M Covered Fraction	D1_P46_M Length	D1_P47_M Read Count	D1_P47_M Covered Fraction	D1_P47_M Length	D3_P186_M Read Count	D3_P186_M Covered Fraction	D3_P186_M Length	D3_P190_M Read Count	D3_P190_M Covered Fraction	D3_P190_M Length	D3_P191_M Read Count	D3_P191_M Covered Fraction	D3_P191_M Length	D3_P265_M Read Count	D3_P265_M Covered Fraction	D3_P265_M Length	D3_P266_M Read Count	D3_P266_M Covered Fraction	D3_P266_M Length	D3_P41_M Read Count	D3_P41_M Covered Fraction	D3_P41_M Length	D3_P75_M Read Count	D3_P75_M Covered Fraction	D3_P75_M Length	D3_P9_M Read Count	D3_P9_M Covered Fraction	D3_P9_M Length	G1_P178_M Read Count	G1_P178_M Covered Fraction	G1_P178_M Length	G1_P196_M Read Count	G1_P196_M Covered Fraction	G1_P196_M Length	G1_P276_M Read Count	G1_P276_M Covered Fraction	G1_P276_M Length	G1_P291_M Read Count	G1_P291_M Covered Fraction	G1_P291_M Length	G1_P294_M Read Count	G1_P294_M Covered Fraction	G1_P294_M Length	G1_P43_M Read Count	G1_P43_M Covered Fraction	G1_P43_M Length	G1_P74_M Read Count	G1_P74_M Covered Fraction	G1_P74_M Length	G1_P82_M Read Count	G1_P82_M Covered Fraction	G1_P82_M Length	G3_P143_M Read Count	G3_P143_M Covered Fraction	G3_P143_M Length	G3_P149_M Read Count	G3_P149_M Covered Fraction	G3_P149_M Length	G3_P14_M Read Count	G3_P14_M Covered Fraction	G3_P14_M Length	G3_P179_M Read Count	G3_P179_M Covered Fraction	G3_P179_M Length	G3_P212_M Read Count	G3_P212_M Covered Fraction	G3_P212_M Length	G3_P261_M Read Count	G3_P261_M Covered Fraction	G3_P261_M Length	G3_P301_M Read Count	G3_P301_M Covered Fraction	G3_P301_M Length	G3_P84_M Read Count	G3_P84_M Covered Fraction	G3_P84_M Length
all_samples_bin.41	168823	0.94150203	2099185	7899	0.2506706	2099185	35841	0.77207726	2099185	105169	0.9304211	2099185	67260	0.85258806	2099185	136417	0.9503507	2099185	27002	0.63590586	2099185	459810	0.9417188	2099185	90401	0.90518653	2099185	192670	0.9403888	2099185	212468	0.93694556	2099185	17090	0.4954261	2099185	5208	0.18921344	2099185	302431	0.954268	2099185	12149	0.2723257	2099185	314125	0.9676298	2099185	50599	0.74409354	2099185	337363	0.9486682	2099185	251829	0.9438339	2099185	80679	0.8956938	2099185	1012417	0.9576102	2099185	1009925	0.96029174	2099185	5001	0.18152569	2099185	505215	0.9599759	2099185	29072	0.6480153	2099185	276630	0.97482926	2099185	13737	0.1598749	2099185	209590	0.95490015	2099185	23814	0.5954559	2099185	60021	0.8422697	2099185	36612	0.74168974	2099185	6278	0.15616775	2099185
all_samples_bin.42	2195	0.02869395	1691611	1465	0.07845539	1691611	7300	0.35053685	1691611	1619	0.057131927	1691611	867	0.048764758	1691611	591	0.017462052	1691611	843	0.04127722	1691611	46662	0.88399994	1691611	2274	0.12472844	1691611	221178	0.98474234	1691611	19109	0.6279582	1691611	2457	0.1253326	1691611	9109	0.42203203	1691611	100728	0.9631334	1691611	34383	0.8270146	1691611	67710	0.9413139	1691611	1192	0.06053401	1691611	52637	0.9206384	1691611	8325	0.3414603	1691611	14541	0.55128217	1691611	71375	0.9393886	1691611	5216	0.24090645	1691611	670	0.024348978	1691611	4332	0.04311866	1691611	1039	0.049286153	1691611	19778	0.6360109	1691611	5431	0.2687905	1691611	3327	0.05780525	1691611	1957	0.04180039	1691611	40268	0.8674199	1691611	1052	0.03655687	1691611	1707	0.042058133	1691611
all_samples_bin.43	2270	0.04796489	1760371	4519	0.10371223	1760371	1748	0.0778069	1760371	3464	0.12676874	1760371	19475	0.62045217	1760371	84106	0.9089482	1760371	3778	0.1410305	1760371	2716	0.049663965	1760371	1532	0.028613286	1760371	2004	0.0759357	1760371	1274	0.020321285	1760371	819	0.022486169	1760371	1059	0.045850564	1760371	4441	0.060230486	1760371	1545	0.023221241	1760371	2351	0.03857312	1760371	2217	0.027458416	1760371	8727	0.28516942	1760371	7594	0.23036337	1760371	28903	0.75126266	1760371	40964	0.82027423	1760371	7778	0.21368223	1760371	759	0.0156148905	1760371	86745	0.96745515	1760371	12057	0.3739848	1760371	135426	0.98331714	1760371	46077	0.88067174	1760371	56666	0.90876126	1760371	4754	0.14427584	1760371	118274	0.9848299	1760371	2643	0.10056346	1760371	660	0.008603868	1760371
all_samples_bin.44	5425	0.12696575	2445833	77205	0.8671107	2445833	12079	0.3821009	2445833	39551	0.7090063	2445833	292878	0.98110706	2445833	484792	0.9836624	2445833	21837	0.50530803	2445833	176285	0.96138084	2445833	1554	0.051824063	2445833	7761	0.25235328	2445833	65128	0.8392282	2445833	3343	0.12646693	2445833	11839	0.37904468	2445833	9179	0.27111253	2445833	6361	0.20739642	2445833	2313	0.06614393	2445833	548722	0.973876	2445833	119019	0.95284593	2445833	4967	0.16223961	2445833	86612	0.8929747	2445833	94364	0.9090833	2445833	214947	0.9640266	2445833	19568	0.4824794	2445833	29945	0.64160186	2445833	99590	0.9120144	2445833	3764	0.11369868	2445833	6016	0.1874572	2445833	95923	0.91364944	2445833	140823	0.96085423	2445833	17599	0.42822015	2445833	4872	0.17249542	2445833	5915	0.18194455	2445833
all_samples_bin.45	20080	0.52184355	2092012	2429	0.08371319	2092012	1741	0.0892514	2092012	6921	0.22503838	2092012	43564	0.8296568	2092012	39918	0.7548045	2092012	33745	0.6437148	2092012	2875	0.09364143	2092012	1051	0.041487332	2092012	3660	0.15116501	2092012	759	0.037708197	2092012	366	0.014836913	2092012	1038	0.040905118	2092012	6697	0.19093198	2092012	1527	0.057174146	2092012	855	0.033034705	2092012	2385	0.093628526	2092012	11894	0.35418677	2092012	13072	0.37161306	2092012	119338	0.9597952	2092012	59755	0.8563579	2092012	7954	0.25666106	2092012	1415	0.07103974	2092012	10222	0.32257032	2092012	10288	0.2795763	2092012	126597	0.9436313	2092012	303618	0.9781808	2092012	18762	0.49475673	2092012	20416	0.4827367	2092012	160552	0.9692258	2092012	220833	0.9760809	2092012	74066	0.8642025	2092012
all_samples_bin.46	715	0.03214715	1493756	328	0.021488115	1493756	1250	0.08082578	1493756	2016	0.114577614	1493756	4824	0.2663186	1493756	5686	0.26727724	1493756	481	0.021834891	1493756	4803	0.24420655	1493756	1235	0.05161954	1493756	24235	0.7806161	1493756	399	0.016536169	1493756	547	0.031029833	1493756	447	0.029089088	1493756	8957	0.3931184	1493756	1365	0.074272506	1493756	1830	0.07951098	1493756	1238	0.04336719	1493756	1026	0.040614396	1493756	2792	0.12762526	1493756	16378	0.5980676	1493756	4953	0.23441513	1493756	5211	0.25517488	1493756	170	0.0112407915	1493756	71114	0.9706753	1493756	1618	0.073392175	1493756	12903	0.48150232	1493756	4346	0.23579286	1493756	46663	0.91156787	1493756	435	0.027390016	1493756	12957	0.5000837	1493756	2759	0.15364826	1493756	375	0.020015318	1493756
all_samples_bin.47	756	0.006471188	2606013	669	0.029067775	2606013	1842	0.06876904	2606013	374	0.0088905925	2606013	13811	0.39602757	2606013	676	0.007602418	2606013	3549	0.091526404	2606013	1026	0.011768936	2606013	1268	0.021517161	2606013	21046	0.53930163	2606013	707	0.01895194	2606013	216	0.0048111808	2606013	859	0.027651435	2606013	6759	0.13917467	2606013	727	0.014876365	2606013	6032	0.15262932	2606013	634	0.0052206186	2606013	1547	0.02307241	2606013	1663	0.02108777	2606013	269252	0.9975165	2606013	3373	0.05406995	2606013	5294	0.12108382	2606013	424	0.010053288	2606013	22323	0.4939657	2606013	666	0.023997962	2606013	39236	0.6875503	2606013	1109	0.03240122	2606013	1329	0.011306928	2606013	208	0.0028637615	2606013	893	0.013004923	2606013	388	0.008448155	2606013	448	0.0077923634	2606013
all_samples_bin.48	144047	0.956521	1812391	14388	0.47589952	1812391	26774	0.7317339	1812391	68999	0.91304195	1812391	71618	0.9077374	1812391	98271	0.9364707	1812391	7404	0.250489	1812391	13914	0.30131742	1812391	11059	0.21848045	1812391	17620	0.5707477	1812391	109871	0.93471825	1812391	6568	0.26766795	1812391	5185	0.2255148	1812391	27009	0.53267753	1812391	17470	0.52712524	1812391	17774	0.38712895	1812391	52937	0.85180295	1812391	46897	0.8199489	1812391	190111	0.9480383	1812391	177044	0.9531404	1812391	522282	0.9626168	1812391	730972	0.9725164	1812391	9179	0.40408003	1812391	787681	0.9683749	1812391	28099	0.6818959	1812391	81657	0.33585966	1812391	1294091	0.95145255	1812391	301612	0.94669694	1812391	53052	0.8786283	1812391	256803	0.9589079	1812391	144454	0.9456977	1812391	8786	0.2915243	1812391
all_samples_bin.49	314	0.004436376	1996224	133	0.003418454	1996224	79	0.0027742377	1996224	69	0.0014682721	1996224	195	0.004296612	1996224	502	0.013455404	1996224	405	0.02204462	1996224	1046	0.03882981	1996224	433	0.021459015	1996224	2421	0.10282764	1996224	260	0.004566622	1996224	329	0.019234816	1996224	125	0.0065288264	1996224	20474	0.53545046	1996224	54278	0.8848471	1996224	184821	0.992306	1996224	3609	0.13223115	1996224	6225	0.25925797	1996224	211	0.0043176515	1996224	422	0.0075898296	1996224	575	0.0027496915	1996224	673	0.025818245	1996224	433	0.017413376	1996224	1480	0.043254666	1996224	80	0.0025157498	1996224	1170	0.003180004	1996224	54	0.0010990751	1996224	355	0.0019852482	1996224	373	0.007851824	1996224	808	0.021448996	1996224	342	0.010002885	1996224	929	0.04071938	1996224
all_samples_bin.4	822	0.044043977	1481542	430	0.022822168	1481542	578	0.037014138	1481542	1888	0.10306357	1481542	6791	0.3560817	1481542	4303	0.2156753	1481542	1561	0.07175632	1481542	302	0.016958682	1481542	145	0.008200915	1481542	629	0.039689727	1481542	113	0.0068826936	1481542	91	0.00367725	1481542	233	0.012372244	1481542	1322	0.059670936	1481542	425	0.023015885	1481542	410	0.02030452	1481542	259	0.01614399	1481542	876	0.047725275	1481542	2260	0.11155472	1481542	17143	0.62945294	1481542	3043	0.1568096	1481542	2281	0.12056965	1481542	62	0.004080883	1481542	15126	0.55187434	1481542	1258	0.063493304	1481542	11312	0.37596166	1481542	12710	0.5556832	1481542	3910	0.18717863	1481542	701	0.040549643	1481542	10609	0.4933171	1481542	18547	0.7027793	1481542	1763	0.07934503	1481542
all_samples_bin.50	341166	0.936742	1422397	291	0.022083849	1422397	15	0.00063062564	1422397	111	0.0027446628	1422397	1455	0.09015837	1422397	1401	0.098295346	1422397	1836	0.10884163	1422397	181597	0.9475519	1422397	635	0.04408474	1422397	9560	0.44741446	1422397	388	0.02718158	1422397	2750	0.18000741	1422397	716	0.037302524	1422397	1010	0.06157423	1422397	3685	0.19812049	1422397	5127	0.2513841	1422397	1213	0.06412837	1422397	2139	0.13430569	1422397	205	0.010217963	1422397	150315	0.96039927	1422397	382376	0.9831833	1422397	170	0.0041753463	1422397	682	0.05394626	1422397	523	0.0025731213	1422397	316	0.019962078	1422397	729	0.048801426	1422397	1106	0.07374031	1422397	724	0.03558219	1422397	1295	0.09684919	1422397	416	0.0051968615	1422397	113	0.0010109695	1422397	232	0.0011150192	1422397
all_samples_bin.51	2004	0.10489619	1558579	636	0.036220815	1558579	2041	0.12202461	1558579	2669	0.143695	1558579	5369	0.28385407	1558579	4699	0.21787539	1558579	412	0.020741971	1558579	43	0.002762773	1558579	181	0.009835882	1558579	371	0.021741599	1558579	1105	0.05932391	1558579	141	0.010234964	1558579	226	0.0131157935	1558579	1533	0.06714706	1558579	351	0.019289365	1558579	21004	0.63164204	1558579	817	0.045825716	1558579	1784	0.091401845	1558579	1721	0.09149424	1558579	23263	0.6822696	1558579	6251	0.26326418	1558579	31893	0.7589118	1558579	314	0.020804208	1558579	14027	0.5001838	1558579	6872	0.29578996	1558579	392887	0.9888899	1558579	61181	0.9364594	1558579	40500	0.8000794	1558579	3603	0.18855894	1558579	22771	0.68050516	1558579	1197	0.06616026	1558579	15544	0.4489179	1558579
all_samples_bin.52	283	0.045303877	523730	30	0.0027418707	523730	153	0.026187157	523730	4755	0.5408894	523730	107	0.018270865	523730	76443	0.9726195	523730	129053	0.9984095	523730	36	0.005012125	523730	522	0.07724973	523730	13	0.0024077292	523730	2	0.00028258836	523730	3	0.00055181107	523730	463	0.072470546	523730	10	0.00057854236	523730	11	0.0012086381	523730	425	0.06313368	523730	20	0.0033204132	523730	11	0.0014854983	523730	14	0.0030015465	523730	0	0	523730	2	0.00018520994	523730	17	0.0028468869	523730	4	0.00063391443	523730	127	0.019813644	523730	16	0.0037863022	523730	6	0.001328929	523730	6	0.001113169	523730	0	0	523730	446	0.06697917	523730	510	0.07108052	523730	5	0.0008439463	523730	9	0.0011360815	523730
all_samples_bin.53	987	0.1180978	646786	130	0.014126775	646786	157	0.023544108	646786	5755	0.45750064	646786	56	0.007424403	646786	649	0.076287985	646786	1948	0.17676172	646786	805	0.08496628	646786	24193	0.9359015	646786	2194	0.23167168	646786	2853	0.24945809	646786	1479	0.1879246	646786	39396	0.9857155	646786	2735	0.23057085	646786	3590	0.36843407	646786	1776	0.19129202	646786	1163	0.123891056	646786	7131	0.54417074	646786	858	0.07890709	646786	85	0.010493425	646786	1202	0.1199423	646786	526	0.06925938	646786	3756	0.2962742	646786	272	0.03725962	646786	181	0.018936712	646786	126	0.013839199	646786	196	0.020134944	646786	174	0.020202972	646786	1278	0.10713436	646786	153	0.021175474	646786	122	0.018380113	646786	23180	0.870444	646786
all_samples_bin.54	27610	0.63849044	1698901	6603	0.28112057	1698901	17608	0.6286258	1698901	26169	0.7146555	1698901	7403	0.34783015	1698901	19705	0.61347485	1698901	5926	0.23924643	1698901	7291	0.18722457	1698901	883	0.042326186	1698901	11979	0.20878614	1698901	3966	0.17300007	1698901	904	0.04963091	1698901	836	0.045482345	1698901	6322	0.20721042	1698901	1590	0.062585756	1698901	4820	0.15201828	1698901	7507	0.32354033	1698901	3458	0.14088579	1698901	31069	0.7566474	1698901	29117	0.7779329	1698901	316952	0.97807056	1698901	47854	0.88923013	1698901	981	0.05314377	1698901	160097	0.96599746	1698901	7737	0.3193647	1698901	118759	0.9638354	1698901	21881	0.6933765	1698901	120171	0.96112543	1698901	7363	0.24245203	1698901	130441	0.95820004	1698901	34541	0.833905	1698901	2715	0.07205835	1698901
all_samples_bin.55	1116	0.051984653	1844102	1599	0.07184744	1844102	13694	0.5135822	1844102	1779	0.08742738	1844102	15317	0.53689384	1844102	7896	0.25762185	1844102	2010	0.082157604	1844102	744	0.030249411	1844102	566	0.026484977	1844102	974	0.052082803	1844102	1896	0.0883411	1844102	556	0.027872644	1844102	759	0.03633693	1844102	2433	0.085104294	1844102	1086	0.047918715	1844102	2236	0.098379046	1844102	1825	0.08674683	1844102	8471	0.32196105	1844102	6348	0.24820428	1844102	66612	0.90425694	1844102	79040	0.93757993	1844102	47354	0.8056886	1844102	281	0.017893804	1844102	71544	0.87818134	1844102	2899	0.12732972	1844102	333208	0.9831474	1844102	44393	0.76275986	1844102	52662	0.8614366	1844102	2721	0.12035777	1844102	153531	0.97777617	1844102	5956	0.25112602	1844102	973	0.032493323	1844102
all_samples_bin.56	312	0.0008769422	1818820	2890	0.07929701	1818820	6	0.00041235526	1818820	24	0.0013558241	1818820	3	0.00017538844	1818820	13	0.00062293134	1818820	454	0.025750212	1818820	74	0.004564498	1818820	23482	0.67006904	1818820	700	0.03453063	1818820	15	0.0009907522	1818820	825	0.029696727	1818820	36	0.0024372945	1818820	31	0.0013211863	1818820	108	0.0038409517	1818820	256682	0.9949748	1818820	36	0.0021096095	1818820	0	0	1818820	8	0.00045688963	1818820	37	0.0022959942	1818820	19	0.0013992589	1818820	505	0.03059951	1818820	46	0.0022943446	1818820	549	0.030949187	1818820	14	0.00088244025	1818820	8	0.0006091862	1818820	9324	0.3865226	1818820	2	0.00009676604	1818820	6	0.00014294982	1818820	558	0.031947635	1818820	4	0.00032658537	1818820	47	0.0021717376	1818820
all_samples_bin.57	7632	0.23640248	1958740	9923	0.07746766	1958740	2996	0.14187641	1958740	15374	0.43716726	1958740	53408	0.89088243	1958740	30693	0.68456507	1958740	8953	0.26484525	1958740	6466	0.047730174	1958740	4393	0.07792305	1958740	9729	0.1821038	1958740	2286	0.0211876	1958740	1376	0.035009753	1958740	1635	0.05942698	1958740	10150	0.22432584	1958740	4035	0.056095757	1958740	8552	0.07780512	1958740	5012	0.12568744	1958740	17250	0.4528784	1958740	26643	0.61502445	1958740	145893	0.9778919	1958740	45459	0.80861115	1958740	36304	0.6933263	1958740	1474	0.015057129	1958740	197601	0.980199	1958740	21212	0.507879	1958740	344229	0.98732096	1958740	1844	0.046034697	1958740	54039	0.83198893	1958740	6092	0.18333827	1958740	239278	0.98438334	1958740	108805	0.97032887	1958740	3028	0.049361836	1958740
all_samples_bin.58	161693	0.27056772	1691728	6761	0.10301183	1691728	104863	0.1799917	1691728	51068	0.23190844	1691728	7391	0.24335472	1691728	9219	0.193099	1691728	15517	0.19534996	1691728	112234	0.4266738	1691728	209778	0.11055382	1691728	238871	0.3110518	1691728	12183	0.21593188	1691728	3832	0.10854818	1691728	28126	0.066322125	1691728	79329	0.2766739	1691728	15110	0.13964656	1691728	29504	0.20852701	1691728	11681	0.1923483	1691728	38595	0.123216614	1691728	134206	0.47136125	1691728	3617	0.09835092	1691728	1269310	0.9616274	1691728	16211	0.20505661	1691728	83950	0.24383588	1691728	23718	0.1790613	1691728	22528	0.1796595	1691728	43825	0.45062032	1691728	5968	0.20755287	1691728	31489	0.3229869	1691728	719967	0.9691523	1691728	9381	0.1311316	1691728	13277	0.20763148	1691728	886790	0.95017636	1691728
all_samples_bin.59	100876	0.9288817	2314482	45977	0.7724286	2314482	3994	0.16098289	2314482	16098	0.44993004	2314482	21131	0.4961499	2314482	153005	0.9714251	2314482	20786	0.5077313	2314482	118708	0.96409696	2314482	2353	0.07711704	2314482	2963	0.11233615	2314482	55211	0.81848943	2314482	1052	0.045551877	2314482	9375	0.33082393	2314482	17343	0.45221177	2314482	7327	0.25717893	2314482	1164	0.0336935	2314482	501314	0.99037665	2314482	56030	0.8599414	2314482	1032	0.023708545	2314482	15833	0.4408494	2314482	306471	0.98457193	2314482	38508	0.73630255	2314482	2534	0.10422159	2314482	46174	0.8091003	2314482	5992	0.16988942	2314482	17845	0.48345807	2314482	2548	0.10066745	2314482	131115	0.95578754	2314482	299495	0.98772466	2314482	54437	0.8096533	2314482	2730	0.11387732	2314482	1130	0.03571771	2314482
all_samples_bin.5	868	0.030184692	2281587	202	0.00841651	2281587	185	0.009691938	2281587	764	0.028486313	2281587	28847	0.70776	2281587	2602	0.09261931	2281587	478	0.016258858	2281587	2327	0.08116061	2281587	690	0.024097262	2281587	18	0.0007893628	2281587	1104	0.031297512	2281587	8	0.00040585786	2281587	2595	0.09508995	2281587	431	0.01649729	2281587	118	0.0050692786	2281587	86	0.0042978856	2281587	6	0.00010825798	2281587	430	0.01905954	2281587	82	0.0032210036	2281587	1194	0.038915455	2281587	83	0.0041620154	2281587	1715	0.059932847	2281587	9	0.0002664812	2281587	379	0.014475889	2281587	19634	0.45740354	2281587	152	0.006408697	2281587	490	0.018647546	2281587	3292	0.12208564	2281587	442	0.01915991	2281587	55471	0.8954355	2281587	36544	0.790878	2281587	165	0.0045770775	2281587
all_samples_bin.60	3397	0.058282956	2103874	3126	0.11628406	2103874	3311	0.13821788	2103874	3108	0.101054534	2103874	16921	0.45190728	2103874	56642	0.6825623	2103874	4960	0.1535629	2103874	4751	0.053141017	2103874	6176	0.11488283	2103874	3507	0.12564203	2103874	3516	0.08199873	2103874	1150	0.025981119	2103874	2349	0.08618767	2103874	6332	0.090535365	2103874	3310	0.07688293	2103874	5299	0.107994586	2103874	9108	0.15901618	2103874	13650	0.31859323	2103874	24442	0.5168651	2103874	385150	0.95418596	2103874	40777	0.6100085	2103874	26667	0.50955904	2103874	428	0.011580066	2103874	100638	0.81527174	2103874	3832	0.07770665	2103874	253616	0.95878273	2103874	5366	0.0646341	2103874	436697	0.78349036	2103874	5410	0.13676009	2103874	583529	0.9760209	2103874	124052	0.9555615	2103874	2181	0.05685464	2103874
all_samples_bin.61	3786	0.118720606	1596909	442	0.020854663	1596909	218	0.014438518	1596909	1898	0.092029035	1596909	7566	0.36418417	1596909	15739	0.5454813	1596909	12164	0.40036845	1596909	635	0.027162474	1596909	240	0.012167255	1596909	290	0.01647683	1596909	36	0.0023263693	1596909	62	0.0034986339	1596909	447	0.02313845	1596909	391	0.016082318	1596909	111	0.0058675855	1596909	385	0.017656611	1596909	126	0.0063416264	1596909	6649	0.26925954	1596909	1481	0.0643706	1596909	14227	0.5294566	1596909	2862	0.13243146	1596909	888	0.039467495	1596909	147	0.0068200505	1596909	159	0.008354264	1596909	128	0.006657236	1596909	7777	0.28790683	1596909	745	0.017248947	1596909	714	0.03084897	1596909	834	0.039742403	1596909	34316	0.56430393	1596909	28783	0.7914452	1596909	2325	0.048134238	1596909
all_samples_bin.62	28254	0.77893984	1525467	9208	0.40447024	1525467	11985	0.5420386	1525467	25585	0.76459014	1525467	22978	0.7378783	1525467	36824	0.8381584	1525467	15685	0.5575748	1525467	6866	0.2546807	1525467	3610	0.1367247	1525467	9791	0.42621243	1525467	11065	0.4229131	1525467	1075	0.056842264	1525467	2337	0.12895526	1525467	14776	0.45593643	1525467	5974	0.27112877	1525467	4335	0.15311836	1525467	22456	0.65762025	1525467	26620	0.7314665	1525467	45211	0.8704135	1525467	218050	0.9905695	1525467	271698	0.9705697	1525467	11173	0.27163157	1525467	1147	0.06775171	1525467	199412	0.96242595	1525467	10262	0.3965009	1525467	675110	0.9876064	1525467	2193	0.084836975	1525467	140691	0.9536273	1525467	24625	0.7656973	1525467	316199	0.9874196	1525467	74772	0.9631477	1525467	1074	0.039147355	1525467
all_samples_bin.63	406068	0.97730887	1499089	1648	0.09296779	1499089	7375	0.40166727	1499089	27188	0.79054344	1499089	3069	0.18901813	1499089	28925	0.79128927	1499089	3543	0.2162907	1499089	22155	0.61012053	1499089	7020	0.33088428	1499089	30269	0.8193256	1499089	67591	0.91918623	1499089	1965	0.1387556	1499089	778	0.052157678	1499089	50393	0.8973977	1499089	6780	0.23096761	1499089	16274	0.47886148	1499089	6029	0.31024843	1499089	34069	0.8384666	1499089	19367	0.6566301	1499089	9364	0.4421005	1499089	162431	0.95816725	1499089	31379	0.8314003	1499089	1088	0.057088673	1499089	33797	0.8226356	1499089	2554	0.15072754	1499089	120579	0.9634765	1499089	16398	0.6447983	1499089	29287	0.79136264	1499089	16835	0.6150936	1499089	23905	0.75746536	1499089	17788	0.6873308	1499089	4045	0.18567744	1499089
all_samples_bin.64	831	0.012062856	3122312	923	0.008162541	3122312	300705	0.99073666	3122312	365	0.007841305	3122312	77	0.002088196	3122312	470	0.017342277	3122312	199	0.00519711	3122312	5272	0.051460903	3122312	1231	0.026113981	3122312	10144	0.19320555	3122312	540	0.0126178935	3122312	29509	0.51739126	3122312	370	0.013250758	3122312	528	0.010248495	3122312	6774	0.07846814	3122312	41388	0.56515527	3122312	88	0.0025823812	3122312	984	0.020578342	3122312	5668	0.042715143	3122312	20	0.00057137146	3122312	1494	0.010994417	3122312	300	0.009291512	3122312	3527	0.007849311	3122312	430	0.016071104	3122312	3714	0.0059433524	3122312	510	0.011084414	3122312	925	0.02677279	3122312	99	0.002842445	3122312	87	0.002927318	3122312	434	0.017202957	3122312	1019	0.03158365	3122312	1188	0.00971844	3122312
all_samples_bin.65	4726	0.18739323	1835712	1750	0.07805364	1835712	3148	0.15099864	1835712	19094	0.53561395	1835712	79153	0.94439757	1835712	31142	0.7203096	1835712	12434	0.37130824	1835712	2132	0.07479005	1835712	4034	0.13828966	1835712	3702	0.15153848	1835712	895	0.030198637	1835712	1502	0.05926529	1835712	2135	0.09524642	1835712	4707	0.13647021	1835712	1937	0.0674376	1835712	3613	0.114695005	1835712	3095	0.09022385	1835712	18999	0.54425913	1835712	37227	0.7389966	1835712	119381	0.96909153	1835712	36163	0.7101844	1835712	48655	0.7774046	1835712	335	0.015401109	1835712	332200	0.9865137	1835712	14125	0.382298	1835712	277340	0.98766094	1835712	5296	0.08911801	1835712	41944	0.67988497	1835712	5753	0.20035659	1835712	142274	0.9801706	1835712	101944	0.96649694	1835712	4210	0.074275814	1835712
all_samples_bin.66	749	0.0050771246	3849423	20530	0.3674187	3849423	442	0.012204686	3849423	2753	0.05060161	3849423	519669	0.9973884	3849423	34219	0.51475245	3849423	964	0.01844692	3849423	1150	0.0070145577	3849423	1347	0.029011881	3849423	66330	0.78253627	3849423	18760	0.33167204	3849423	199	0.003449348	3849423	216	0.0044817105	3849423	11114	0.21135038	3849423	1415	0.019380827	3849423	4191	0.08758274	3849423	9475	0.116717756	3849423	2128	0.02742359	3849423	2732	0.059595685	3849423	5571	0.12457114	3849423	22021	0.36648297	3849423	13795	0.26706886	3849423	348	0.006475516	3849423	22266	0.3803744	3849423	68419	0.7025648	3849423	5538	0.1141701	3849423	22230	0.40885088	3849423	63613	0.7606813	3849423	13846	0.2226344	3849423	132037	0.92166096	3849423	812	0.014895219	3849423	1038	0.020911705	3849423
all_samples_bin.67	10886	0.34028962	1757353	3077	0.11566032	1757353	1477	0.082986176	1757353	49131	0.78527254	1757353	267822	0.9392416	1757353	39919	0.7303331	1757353	21499	0.47925317	1757353	7146	0.23774278	1757353	6025	0.21253954	1757353	4422	0.20714507	1757353	7600	0.26085255	1757353	426	0.022259613	1757353	2770	0.12247056	1757353	16508	0.3966659	1757353	2852	0.116680026	1757353	4353	0.17096394	1757353	8585	0.29238462	1757353	10627	0.35317832	1757353	10660	0.34918597	1757353	202346	0.9600325	1757353	39438	0.6634563	1757353	57089	0.8153814	1757353	3125	0.13066982	1757353	55155	0.7820193	1757353	15077	0.3749759	1757353	301200	0.9340389	1757353	188594	0.7210868	1757353	902795	0.98187214	1757353	4166	0.14049995	1757353	71930	0.88681275	1757353	189291	0.9658913	1757353	462449	0.6464865	1757353
all_samples_bin.68	262	0.0015187402	2946521	16328	0.03350799	2946521	5172	0.16740352	2946521	117	0.001189199	2946521	598	0.021400154	2946521	30221	0.24218935	2946521	981	0.035795435	2946521	1606	0.028730493	2946521	350333	0.9731059	2946521	132	0.0023257937	2946521	33	0.0011647635	2946521	2403	0.02387256	2946521	722	0.027508374	2946521	273018	0.95157206	2946521	2518	0.029081754	2946521	150476	0.94066256	2946521	133	0.0033245988	2946521	1389	0.0050927857	2946521	644	0.019356387	2946521	668	0.02468674	2946521	74	0.002289819	2946521	285	0.010944093	2946521	36426	0.063744664	2946521	351	0.014178416	2946521	43	0.00038893326	2946521	234	0.0006926813	2946521	103	0.0026991153	2946521	52	0.0012173678	2946521	79	0.0026149482	2946521	1167	0.043675575	2946521	22	0.0009587578	2946521	9600	0.04561549	2946521
