sample,bacterial_archaeal_bases,metagenome_size,read_fraction,average_bacterial_archaeal_genome_size,warning,bioproject,Gbp,library_strategy,library_selection,model,sample_name,taxon_name,lower_bound,upper_bound,size_range,smf
ERR4691740,384058583,38080000000.0,1.01%,3135172,,PRJEB4352,38.081,WGS,RANDOM,Illumina HiSeq 2000,TARA_A100000134,marine metagenome,20.0,180.0,20.0-180.0,1.01
ERR4691815,575569414,33185000000.0,1.73%,3850478,,PRJEB4352,33.186,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000002430,marine metagenome,180.0,2000.0,180.0-2000.0,1.73
ERR4691835,176179494,32754000000.0,0.54%,3640824,,PRJEB4352,32.755,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000002197,marine metagenome,180.0,2000.0,180.0-2000.0,0.54
ERR4691758,4598228962,32120000000.0,14.32%,3032652,,PRJEB4352,32.121,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000483,marine metagenome,0.8,5.0,0.8-5.0,14.32
ERR4691635,707660803,42181000000.0,1.68%,3021996,,PRJEB9691,42.181,WGS,RANDOM,Illumina HiSeq 2500,TARA_N010000889,marine metagenome,20.0,180.0,20.0-180.0,1.68
ERR4691695,13977318091,33266000000.0,42.02%,2216145,,PRJEB9691,33.266,WGS,RANDOM,Illumina HiSeq 2000,TARA_N010000057,marine metagenome,3.0,20.0,3.0-20.0,42.02
ERR4691774,1132407475,100582000000.0,1.13%,3335515,,PRJEB4352,100.582,WGS,RANDOM,Illumina NovaSeq 6000,TARA_N000001175,marine metagenome,180.0,2000.0,180.0-2000.0,1.13
ERR4691832,6524098625,29619000000.0,22.03%,2984164,,PRJEB4352,29.619,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000002227,marine metagenome,180.0,2000.0,180.0-2000.0,22.03
ERR4691618,5651618066,46319000000.0,12.20%,2906000,,PRJEB9691,46.32,WGS,RANDOM,Illumina HiSeq 2500,TARA_N010000567,marine metagenome,20.0,180.0,20.0-180.0,12.2
ERR4691791,771166585,36843000000.0,2.09%,2997266,,PRJEB4352,36.844,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001268,marine metagenome,180.0,2000.0,180.0-2000.0,2.09
ERR4691736,631558416,40338000000.0,1.57%,3313180,,PRJEB4352,40.338,WGS,RANDOM,Illumina HiSeq 2000,TARA_X000001180,marine metagenome,180.0,2000.0,180.0-2000.0,1.57
ERR4691609,3646811657,35825000000.0,10.18%,2315848,,PRJEB9691,35.826,WGS,RANDOM,Illumina HiSeq 2000,TARA_N010000501,marine metagenome,3.0,20.0,3.0-20.0,10.18
ERR4691749,328020219,41108000000.0,0.80%,3227910,,PRJEB4352,41.109,WGS,RANDOM,Illumina HiSeq 2000,TARA_A100000689,marine metagenome,20.0,180.0,20.0-180.0,0.8
ERR4691642,4097765421,45933000000.0,8.92%,3386247,,PRJEB9691,45.933,WGS,RANDOM,Illumina HiSeq 2000,TARA_N010000925,marine metagenome,20.0,180.0,20.0-180.0,8.92
ERR4691723,4714594072,40529000000.0,11.63%,3569066,,PRJEB4352,40.529,WGS,RANDOM,Illumina HiSeq 2000,TARA_X000000610,marine metagenome,5.0,20.0,5.0-20.0,11.63
ERR4691858,207391770,23226000000.0,0.89%,3385988,,PRJEB4352,23.227,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001349,marine metagenome,5.0,20.0,5.0-20.0,0.89
ERR4691592,2038025031,37014000000.0,5.51%,2882801,,PRJEB9691,37.015,WGS,RANDOM,Illumina HiSeq 2000,TARA_N010000588,marine metagenome,3.0,20.0,3.0-20.0,5.51
ERR4691626,505934219,41212000000.0,1.23%,2821719,,PRJEB9691,41.213,WGS,RANDOM,Illumina HiSeq 2500,TARA_N010000198,marine metagenome,180.0,2000.0,180.0-2000.0,1.23
ERR4691644,1349840041,32504000000.0,4.15%,3361490,,PRJEB9691,32.504,WGS,RANDOM,Illumina HiSeq 2500,TARA_N010000929,marine metagenome,180.0,2000.0,180.0-2000.0,4.15
ERR4691866,5178110219,39555000000.0,13.09%,2600171,,PRJEB4352,39.556,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000729,marine metagenome,0.8,5.0,0.8-5.0,13.09
ERR4691653,40944425,35923000000.0,0.11%,3808784,,PRJEB9691,35.924,WGS,RANDOM,Illumina HiSeq 2000,TARA_N010000011,marine metagenome,180.0,2000.0,180.0-2000.0,0.11
ERR4691672,150827821,30513000000.0,0.49%,3458560,,PRJEB9691,30.513,WGS,RANDOM,Illumina HiSeq 2000,TARA_N010000135,marine metagenome,180.0,2000.0,180.0-2000.0,0.49
ERR4691762,263569038,35060000000.0,0.75%,3493757,,PRJEB4352,35.061,WGS,RANDOM,Illumina HiSeq 2000,TARA_X000001343,marine metagenome,20.0,180.0,20.0-180.0,0.75
ERR4691593,66403358,30950000000.0,0.21%,3362195,,PRJEB9691,30.95,WGS,RANDOM,Illumina HiSeq 2000,TARA_N010000620,marine metagenome,20.0,180.0,20.0-180.0,0.21
ERR4691645,2181102783,34322000000.0,6.35%,3448002,,PRJEB9691,34.323,WGS,RANDOM,Illumina HiSeq 2000,TARA_N010000921,marine metagenome,180.0,2000.0,180.0-2000.0,6.35
ERR4691856,3984963838,20451000000.0,19.49%,2122676,,PRJEB4352,20.451,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001347,marine metagenome,0.8,5.0,0.8-5.0,19.49
ERR4691795,6651787990,33239000000.0,20.01%,3072022,,PRJEB4352,33.24,WGS,RANDOM,Illumina HiSeq 2500,TARA_N000002235,marine metagenome,0.8,5.0,0.8-5.0,20.01
ERR4691748,8390520565,40317000000.0,20.81%,2223862,,PRJEB4352,40.318,WGS,RANDOM,Illumina HiSeq 2000,TARA_A100000692,marine metagenome,0.8,5.0,0.8-5.0,20.81
ERR4691650,437172626,34796000000.0,1.26%,3247939,,PRJEB9691,34.796,WGS,RANDOM,Illumina HiSeq 2000,TARA_N010000007,marine metagenome,20.0,180.0,20.0-180.0,1.26
ERR4691656,74218575,36465000000.0,0.20%,3733329,,PRJEB9691,36.465,WGS,RANDOM,Illumina HiSeq 2000,TARA_N010000065,marine metagenome,180.0,2000.0,180.0-2000.0,0.2
ERR4691776,4070041259,29522000000.0,13.79%,2859902,,PRJEB4352,29.523,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001177,marine metagenome,0.8,5.0,0.8-5.0,13.79
ERR4691697,186413237,42977000000.0,0.43%,2805316,,PRJEB9691,42.978,WGS,RANDOM,Illumina HiSeq 2500,TARA_N010000301,marine metagenome,180.0,2000.0,180.0-2000.0,0.43
ERR4691631,3842460154,34757000000.0,11.06%,3609740,,PRJEB9691,34.757,WGS,RANDOM,Illumina HiSeq 2500,TARA_N010000880,marine metagenome,3.0,20.0,3.0-20.0,11.06
ERR4691643,5518601941,44611000000.0,12.37%,3454178,,PRJEB9691,44.611,WGS,RANDOM,Illumina HiSeq 2000,TARA_N010000917,marine metagenome,20.0,180.0,20.0-180.0,12.37
ERR4691823,3546437000,32925000000.0,10.77%,4016805,,PRJEB4352,32.925,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001926,marine metagenome,20.0,180.0,20.0-180.0,10.77
ERR4691686,1650104366,27493000000.0,6.00%,2576476,,PRJEB9691,27.493,WGS,RANDOM,Illumina HiSeq 2000,TARA_N010000253,marine metagenome,3.0,20.0,3.0-20.0,6.0
ERR4691719,7030032603,22008000000.0,31.94%,2554917,,PRJEB4352,22.008,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000002219,marine metagenome,3.0,20.0,3.0-20.0,31.94
ERR4691859,518440539,29064000000.0,1.78%,3181983,,PRJEB4352,29.064,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001351,marine metagenome,20.0,180.0,20.0-180.0,1.78
ERR4691651,1528815081,37501000000.0,4.08%,3183042,,PRJEB9691,37.502,WGS,RANDOM,Illumina HiSeq 2000,TARA_N010000003,marine metagenome,20.0,180.0,20.0-180.0,4.08
ERR4691735,701179345,38025000000.0,1.84%,3377062,,PRJEB4352,38.025,WGS,RANDOM,Illumina HiSeq 2000,TARA_X000001172,marine metagenome,20.0,180.0,20.0-180.0,1.84
ERR4691756,2146050062,24373000000.0,8.81%,4601801,,PRJEB4352,24.374,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000375,marine metagenome,20.0,180.0,20.0-180.0,8.81
ERR4691660,270142476,49431000000.0,0.55%,3217897,,PRJEB9691,49.431,WGS,RANDOM,Illumina HiSeq 2000,TARA_N010000084,marine metagenome,180.0,2000.0,180.0-2000.0,0.55
ERR4691811,328576536,28735000000.0,1.14%,3705193,,PRJEB4352,28.736,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001601,marine metagenome,180.0,2000.0,180.0-2000.0,1.14
ERR4691658,2641695624,34915000000.0,7.57%,3215815,,PRJEB9691,34.915,WGS,RANDOM,Illumina HiSeq 2000,TARA_N010000073,marine metagenome,3.0,20.0,3.0-20.0,7.57
ERR4691655,819609524,34567000000.0,2.37%,3611251,,PRJEB9691,34.568,WGS,RANDOM,Illumina HiSeq 2000,TARA_N010000061,marine metagenome,20.0,180.0,20.0-180.0,2.37
ERR4691793,5407461730,40554000000.0,13.33%,4109857,,PRJEB4352,40.555,WGS,RANDOM,Illumina HiSeq 2500,TARA_N000001930,marine metagenome,20.0,180.0,20.0-180.0,13.33
ERR4691739,775363581,31284000000.0,2.48%,3715741,,PRJEB4352,31.284,WGS,RANDOM,Illumina HiSeq 2000,TARA_X000001176,marine metagenome,180.0,2000.0,180.0-2000.0,2.48
ERR4691636,218964201,30332000000.0,0.72%,3183082,,PRJEB9691,30.333,WGS,RANDOM,Illumina HiSeq 2000,TARA_N010000840,marine metagenome,180.0,2000.0,180.0-2000.0,0.72
ERR4691750,23412009,32923000000.0,0.07%,2982422,,PRJEB4352,32.923,WGS,RANDOM,Illumina HiSeq 2000,TARA_A100000693,marine metagenome,180.0,2000.0,180.0-2000.0,0.07
ERR4691741,224929622,37763000000.0,0.60%,3094368,,PRJEB4352,37.763,WGS,RANDOM,Illumina HiSeq 2000,TARA_A100000130,marine metagenome,20.0,180.0,20.0-180.0,0.6
ERR4691666,88737109,31276000000.0,0.28%,3278061,,PRJEB9691,31.277,WGS,RANDOM,Illumina HiSeq 2000,TARA_N010000118,marine metagenome,180.0,2000.0,180.0-2000.0,0.28
ERR4691678,1378455459,34392000000.0,4.01%,3321179,,PRJEB9691,34.393,WGS,RANDOM,Illumina HiSeq 2000,TARA_N010000166,marine metagenome,20.0,180.0,20.0-180.0,4.01
ERR4691747,310704635,40264000000.0,0.77%,3115458,,PRJEB4352,40.265,WGS,RANDOM,Illumina HiSeq 2000,TARA_A100000810,marine metagenome,180.0,2000.0,180.0-2000.0,0.77
ERR4691728,1322836217,35198000000.0,3.76%,3265698,,PRJEB4352,35.199,WGS,RANDOM,Illumina HiSeq 2000,TARA_X000000925,marine metagenome,20.0,180.0,20.0-180.0,3.76
ERR4691611,705900289,42566000000.0,1.66%,2879228,,PRJEB9691,42.566,WGS,RANDOM,Illumina HiSeq 2000,TARA_N010000537,marine metagenome,20.0,180.0,20.0-180.0,1.66
ERR4691663,2910669248,36749000000.0,7.92%,2984445,,PRJEB9691,36.749,WGS,RANDOM,Illumina HiSeq 2500,TARA_N010000100,marine metagenome,3.0,20.0,3.0-20.0,7.92
ERR4691590,3342373129,39995000000.0,8.36%,2402528,,PRJEB9691,39.996,WGS,RANDOM,Illumina HiSeq 2000,TARA_N010000593,marine metagenome,3.0,20.0,3.0-20.0,8.36
ERR4691745,1100922629,42398000000.0,2.60%,3230596,,PRJEB4352,42.398,WGS,RANDOM,Illumina HiSeq 2000,TARA_A100000825,marine metagenome,5.0,20.0,5.0-20.0,2.6
ERR4691595,307120253,34487000000.0,0.89%,3425006,,PRJEB9691,34.487,WGS,RANDOM,Illumina HiSeq 2000,TARA_N010000614,marine metagenome,180.0,2000.0,180.0-2000.0,0.89
ERR4691755,5928432420,29922000000.0,19.81%,2344579,,PRJEB4352,29.923,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000544,marine metagenome,0.8,5.0,0.8-5.0,19.81
ERR4691696,2931700251,37941000000.0,7.73%,3547170,,PRJEB9691,37.942,WGS,RANDOM,Illumina HiSeq 2500,TARA_N010000107,marine metagenome,20.0,180.0,20.0-180.0,7.73
ERR4691862,110711007,19867000000.0,0.56%,3585201,,PRJEB4352,19.868,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001353,marine metagenome,180.0,2000.0,180.0-2000.0,0.56
ERR4691594,160321728,36196000000.0,0.44%,3261887,,PRJEB9691,36.197,WGS,RANDOM,Illumina HiSeq 2000,TARA_N010000618,marine metagenome,180.0,2000.0,180.0-2000.0,0.44
ERR4691842,8928648752,39637000000.0,22.53%,2496218,,PRJEB4352,39.637,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000003057,marine metagenome,0.8,5.0,0.8-5.0,22.53
ERR4691831,774186516,30548000000.0,2.53%,3174327,,PRJEB4352,30.548,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000002228,marine metagenome,20.0,180.0,20.0-180.0,2.53
ERR4691759,902403780,29724000000.0,3.04%,3687194,,PRJEB4352,29.725,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000487,marine metagenome,20.0,180.0,20.0-180.0,3.04
ERR4691804,56255053,32083000000.0,0.18%,3434374,,PRJEB4352,32.083,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000002249,marine metagenome,180.0,2000.0,180.0-2000.0,0.18
ERR4691764,1821196559,35969000000.0,5.06%,3955168,,PRJEB4352,35.969,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000459,marine metagenome,20.0,180.0,20.0-180.0,5.06
ERR4691598,2053727752,40498000000.0,5.07%,2170547,,PRJEB9691,40.499,WGS,RANDOM,Illumina HiSeq 2000,TARA_N010000663,marine metagenome,3.0,20.0,3.0-20.0,5.07
ERR4691818,826613637,38483000000.0,2.15%,3443219,,PRJEB4352,38.483,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000002452,marine metagenome,5.0,20.0,5.0-20.0,2.15
ERR4691671,1472033571,31218000000.0,4.72%,3290122,,PRJEB9691,31.219,WGS,RANDOM,Illumina HiSeq 2000,TARA_N010000131,marine metagenome,20.0,180.0,20.0-180.0,4.72
ERR4691675,2208308291,28122000000.0,7.85%,3109330,,PRJEB9691,28.123,WGS,RANDOM,Illumina HiSeq 2000,TARA_N010000162,marine metagenome,3.0,20.0,3.0-20.0,7.85
ERR4691693,1484948609,35571000000.0,4.17%,2583822,,PRJEB9691,35.572,WGS,RANDOM,Illumina HiSeq 2000,TARA_N010000957,marine metagenome,3.0,20.0,3.0-20.0,4.17
ERR4691810,235714999,28928000000.0,0.81%,3041876,,PRJEB4352,28.929,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001600,marine metagenome,20.0,180.0,20.0-180.0,0.81
ERR4691616,5194398801,44867000000.0,11.58%,2656750,,PRJEB9691,44.867,WGS,RANDOM,Illumina HiSeq 2000,TARA_N010000560,marine metagenome,3.0,20.0,3.0-20.0,11.58
ERR4691633,2561187076,31770000000.0,8.06%,2879906,,PRJEB9691,31.771,WGS,RANDOM,Illumina HiSeq 2000,TARA_N010000885,marine metagenome,3.0,20.0,3.0-20.0,8.06
ERR4691753,3697099769,31623000000.0,11.69%,5120779,,PRJEB4352,31.624,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000371,marine metagenome,20.0,180.0,20.0-180.0,11.69
ERR4691629,33851664,38433000000.0,0.09%,3833711,,PRJEB9691,38.433,WGS,RANDOM,Illumina HiSeq 2500,TARA_N010000846,marine metagenome,180.0,2000.0,180.0-2000.0,0.09
ERR4691659,1021033820,34249000000.0,2.98%,3113193,,PRJEB9691,34.249,WGS,RANDOM,Illumina HiSeq 2000,TARA_N010000080,marine metagenome,20.0,180.0,20.0-180.0,2.98
ERR4691797,748162237,33453000000.0,2.24%,3334056,,PRJEB4352,33.453,WGS,RANDOM,Illumina HiSeq 2500,TARA_N000002239,marine metagenome,5.0,20.0,5.0-20.0,2.24
ERR4691637,919327194,36839000000.0,2.50%,3152159,,PRJEB9691,36.839,WGS,RANDOM,Illumina HiSeq 2000,TARA_N010000895,marine metagenome,180.0,2000.0,180.0-2000.0,2.5
ERR4691826,674019419,43760000000.0,1.54%,3207173,,PRJEB4352,43.761,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001934,marine metagenome,20.0,180.0,20.0-180.0,1.54
ERR4691733,1070338938,39115000000.0,2.74%,3118249,,PRJEB4352,39.115,WGS,RANDOM,Illumina HiSeq 2000,TARA_X000000834,marine metagenome,180.0,2000.0,180.0-2000.0,2.74
ERR4691680,357067120,32301000000.0,1.11%,3381958,,PRJEB9691,32.302,WGS,RANDOM,Illumina HiSeq 2500,TARA_N010000174,marine metagenome,180.0,2000.0,180.0-2000.0,1.11
ERR4691682,5252525653,34808000000.0,15.09%,2861944,,PRJEB9691,34.808,WGS,RANDOM,Illumina HiSeq 2000,TARA_N010000218,marine metagenome,3.0,20.0,3.0-20.0,15.09
ERR4691830,651494459,34657000000.0,1.88%,3361685,,PRJEB4352,34.657,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000002225,marine metagenome,5.0,20.0,5.0-20.0,1.88
ERR4691704,3626731452,37652000000.0,9.63%,4071640,,PRJEB4352,37.652,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000120,marine metagenome,20.0,180.0,20.0-180.0,9.63
ERR4691746,266461653,41155000000.0,0.65%,3384930,,PRJEB4352,41.155,WGS,RANDOM,Illumina HiSeq 2000,TARA_A100000817,marine metagenome,20.0,180.0,20.0-180.0,0.65
ERR4691710,6080189335,31497000000.0,19.30%,3467360,,PRJEB4352,31.497,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000149,marine metagenome,5.0,20.0,5.0-20.0,19.3
ERR4691771,389306017,33484000000.0,1.16%,3198636,,PRJEB4352,33.485,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001321,marine metagenome,5.0,20.0,5.0-20.0,1.16
ERR4691790,204562828,25803000000.0,0.79%,3316518,,PRJEB4352,25.803,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001273,marine metagenome,20.0,180.0,20.0-180.0,0.79
ERR4691718,4317293259,15044000000.0,28.70%,2561918,,PRJEB4352,15.045,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000002219,marine metagenome,3.0,20.0,3.0-20.0,28.7
ERR4691852,1473428568,20851000000.0,7.07%,4825534,,PRJEB4352,20.851,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000562,marine metagenome,5.0,20.0,5.0-20.0,7.07
ERR4691775,587704147,36142000000.0,1.63%,3548081,,PRJEB4352,36.143,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001175,marine metagenome,180.0,2000.0,180.0-2000.0,1.63
ERR4691794,512143497,29789000000.0,1.72%,3795342,,PRJEB4352,29.79,WGS,RANDOM,Illumina HiSeq 2500,TARA_N000001931,marine metagenome,180.0,2000.0,180.0-2000.0,1.72
ERR4691608,2035167399,30575000000.0,6.66%,3115211,,PRJEB9691,30.576,WGS,RANDOM,Illumina HiSeq 2000,TARA_N010000496,marine metagenome,3.0,20.0,3.0-20.0,6.66
ERR4691729,477976141,33022000000.0,1.45%,3112634,,PRJEB4352,33.023,WGS,RANDOM,Illumina HiSeq 2000,TARA_X000000838,marine metagenome,180.0,2000.0,180.0-2000.0,1.45
ERR4691763,7135919036,26829000000.0,26.60%,2626454,,PRJEB4352,26.829,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000455,marine metagenome,0.8,5.0,0.8-5.0,26.6
ERR4691649,880273586,32567000000.0,2.70%,2950770,,PRJEB9691,32.567,WGS,RANDOM,Illumina HiSeq 2000,TARA_N010000026,marine metagenome,3.0,20.0,3.0-20.0,2.7
ERR4691641,4396883541,42113000000.0,10.44%,2883543,,PRJEB9691,42.114,WGS,RANDOM,Illumina HiSeq 2000,TARA_N010000901,marine metagenome,3.0,20.0,3.0-20.0,10.44
ERR4691677,5561846582,39180000000.0,14.20%,3320981,,PRJEB9691,39.18,WGS,RANDOM,Illumina HiSeq 2000,TARA_N010000170,marine metagenome,20.0,180.0,20.0-180.0,14.2
ERR4691751,5741102035,29293000000.0,19.60%,2438156,,PRJEB4352,29.293,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000366,marine metagenome,0.8,5.0,0.8-5.0,19.6
ERR4691679,1591160567,30975000000.0,5.14%,3361062,,PRJEB9691,30.975,WGS,RANDOM,Illumina HiSeq 2500,TARA_N010000180,marine metagenome,180.0,2000.0,180.0-2000.0,5.14
ERR4691648,3741130681,47045000000.0,7.95%,3172574,,PRJEB9691,47.046,WGS,RANDOM,Illumina HiSeq 2000,TARA_N010000031,marine metagenome,3.0,20.0,3.0-20.0,7.95
ERR4691604,1883557584,33798000000.0,5.57%,3152450,,PRJEB9691,33.799,WGS,RANDOM,Illumina HiSeq 2000,TARA_N010000679,marine metagenome,3.0,20.0,3.0-20.0,5.57
ERR4691707,10804910039,29949000000.0,36.08%,2451282,,PRJEB4352,29.949,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000152,marine metagenome,0.8,5.0,0.8-5.0,36.08
ERR4691738,482743845,33148000000.0,1.46%,3586507,,PRJEB4352,33.149,WGS,RANDOM,Illumina HiSeq 2000,TARA_X000001168,marine metagenome,20.0,180.0,20.0-180.0,1.46
ERR4691770,7468822120,42778000000.0,17.46%,2148102,,PRJEB4352,42.778,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001319,marine metagenome,0.8,5.0,0.8-5.0,17.46
ERR4691687,803484198,30097000000.0,2.67%,3544106,,PRJEB9691,30.098,WGS,RANDOM,Illumina HiSeq 2000,TARA_N010000272,marine metagenome,180.0,2000.0,180.0-2000.0,2.67
ERR4691731,12829560120,42015000000.0,30.54%,4003483,,PRJEB4352,42.015,WGS,RANDOM,Illumina HiSeq 2000,TARA_X000000798,marine metagenome,5.0,20.0,5.0-20.0,30.54
ERR4691699,242875161,34344000000.0,0.71%,3240496,,PRJEB9691,34.344,WGS,RANDOM,Illumina HiSeq 2000,TARA_N010000967,marine metagenome,180.0,2000.0,180.0-2000.0,0.71
ERR4691706,7279362428,40899000000.0,17.80%,2925530,,PRJEB4352,40.9,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000151,marine metagenome,0.8,5.0,0.8-5.0,17.8
ERR4691803,327420742,29445000000.0,1.11%,3605558,,PRJEB4352,29.445,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000002245,marine metagenome,20.0,180.0,20.0-180.0,1.11
ERR4691613,248406346,33028000000.0,0.75%,3247566,,PRJEB9691,33.029,WGS,RANDOM,Illumina HiSeq 2000,TARA_N010000510,marine metagenome,180.0,2000.0,180.0-2000.0,0.75
ERR4691654,709616806,39349000000.0,1.80%,3480220,,PRJEB9691,39.349,WGS,RANDOM,Illumina HiSeq 2000,TARA_N010000061,marine metagenome,20.0,180.0,20.0-180.0,1.8
ERR4691778,747906425,38210000000.0,1.96%,3433756,,PRJEB4352,38.211,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001179,marine metagenome,20.0,200.0,20.0-200.0,1.96
ERR4691808,6697023596,31550000000.0,21.23%,2438616,,PRJEB4352,31.551,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001597,marine metagenome,0.8,5.0,0.8-5.0,21.23
ERR4691628,2388560624,42847000000.0,5.57%,2743265,,PRJEB9691,42.848,WGS,RANDOM,Illumina HiSeq 2500,TARA_N010000869,marine metagenome,3.0,20.0,3.0-20.0,5.57
ERR4691843,5699218444,35225000000.0,16.18%,3684832,,PRJEB4352,35.226,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000003059,marine metagenome,5.0,20.0,5.0-20.0,16.18
ERR4691623,1729200270,32188000000.0,5.37%,3499626,,PRJEB9691,32.188,WGS,RANDOM,Illumina HiSeq 2000,TARA_N010000439,marine metagenome,3.0,20.0,3.0-20.0,5.37
ERR4691845,478288205,33748000000.0,1.42%,3569049,,PRJEB4352,33.749,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000003063,marine metagenome,180.0,2000.0,180.0-2000.0,1.42
ERR4691865,196397649,38969000000.0,0.50%,3305801,,PRJEB4352,38.969,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001369,marine metagenome,20.0,200.0,20.0-200.0,0.5
ERR4691820,162026984,35475000000.0,0.46%,3216097,,PRJEB4352,35.475,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000002428,marine metagenome,180.0,2000.0,180.0-2000.0,0.46
ERR4691612,139903729,38400000000.0,0.36%,3312115,,PRJEB9691,38.4,WGS,RANDOM,Illumina HiSeq 2000,TARA_N010000506,marine metagenome,180.0,2000.0,180.0-2000.0,0.36
ERR4691782,5339651456,33058000000.0,16.15%,2754272,,PRJEB4352,33.059,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001199,marine metagenome,0.8,5.0,0.8-5.0,16.15
ERR4691708,1211718012,39369000000.0,3.08%,3515487,,PRJEB4352,39.37,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000163,marine metagenome,20.0,180.0,20.0-180.0,3.08
ERR4691652,36689624,33983000000.0,0.11%,3320328,,PRJEB9691,33.983,WGS,RANDOM,Illumina HiSeq 2000,TARA_N010000015,marine metagenome,180.0,2000.0,180.0-2000.0,0.11
ERR4691599,2188075480,35398000000.0,6.18%,2374935,,PRJEB9691,35.399,WGS,RANDOM,Illumina HiSeq 2000,TARA_N010000662,marine metagenome,3.0,20.0,3.0-20.0,6.18
ERR4691689,1601750308,29568000000.0,5.42%,2782362,,PRJEB9691,29.568,WGS,RANDOM,Illumina HiSeq 2000,TARA_N010000295,marine metagenome,3.0,20.0,3.0-20.0,5.42
ERR4691684,193044343,35561000000.0,0.54%,3398070,,PRJEB9691,35.562,WGS,RANDOM,Illumina HiSeq 2000,TARA_N010000229,marine metagenome,180.0,2000.0,180.0-2000.0,0.54
ERR4691769,205699538,40338000000.0,0.51%,3392702,,PRJEB4352,40.338,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000646,marine metagenome,180.0,2000.0,180.0-2000.0,0.51
ERR4691777,1238251307,30330000000.0,4.08%,3506006,,PRJEB4352,30.33,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001183,marine metagenome,5.0,20.0,5.0-20.0,4.08
ERR4691844,974515573,27601000000.0,3.53%,3414680,,PRJEB4352,27.601,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000003061,marine metagenome,20.0,180.0,20.0-180.0,3.53
ERR4691772,846682644,26942000000.0,3.14%,3304643,,PRJEB4352,26.942,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001323,marine metagenome,20.0,180.0,20.0-180.0,3.14
ERR4691816,4623997436,33786000000.0,13.69%,2399434,,PRJEB4352,33.786,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000002458,marine metagenome,0.8,5.0,0.8-5.0,13.69
ERR4691726,657848698,43238000000.0,1.52%,3285958,,PRJEB4352,43.239,WGS,RANDOM,Illumina HiSeq 2000,TARA_X000000521,marine metagenome,180.0,2000.0,180.0-2000.0,1.52
ERR4691600,436350562,47147000000.0,0.93%,3107246,,PRJEB9691,47.147,WGS,RANDOM,Illumina HiSeq 2000,TARA_N010000646,marine metagenome,20.0,180.0,20.0-180.0,0.93
ERR4691760,193167659,31272000000.0,0.62%,3845663,,PRJEB4352,31.272,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000491,marine metagenome,180.0,2000.0,180.0-2000.0,0.62
