acc,bioproject,organism,bacterial_archaeal_bases,metagenome_size,read_fraction,average_bacterial_archaeal_genome_size,warning,smf,bioproject_right,Gbp,library_strategy,library_selection,model,sample_name,taxon_name,id,run_id,collection_year,collection_month,latitude,longitude,depth,temperature,host_or_not_prediction,host_or_not_recorded,host_or_not_mature,tropical,Fungi to Bacteria Ratio
SRR15421288,PRJNA753945,soil metagenome,1417288093,1715000000.0,82.64%,2857263,,82.64,PRJNA753945,1.715,WGS,RANDOM,Illumina NovaSeq 6000,ATQ_2_32-37cm,soil metagenome,232828,232828,2018,4,70.469916,-157.40787,0.345,,ecological,ecological,ecological,false,0.024982180201784547
SRR16123979,PRJNA767554,soil metagenome,12177555692,15467000000.0,78.73%,4480650,,78.73,PRJNA767554,15.468,WGS,RANDOM,Illumina NovaSeq 6000,RR681Oct_Bulk_organic,soil metagenome,232831,232831,2018,10,38.541894,-121.871537,,,ecological,ecological,ecological,false,0.03212907059695898
SRR9952765,PRJNA419965,soil metagenome,14964948140,19250000000.0,77.74%,4703755,,77.74,PRJNA419965,19.251,WGS,RANDOM,Illumina HiSeq 3000,SL Rhizosphere soil,soil metagenome,232893,232893,2012,1,38.973,-123.1164,,,ecological,ecological,ecological,false,0.034052699665572644
ERR4837141,PRJEB41174,soil metagenome,7101139155,8874000000.0,80.02%,4465002,,80.02,PRJEB41174,8.875,WGS,RANDOM,NextSeq 500,SW14,soil metagenome,233171,233171,2014,1,67.904114,18.611643,,,ecological,ecological,ecological,false,0.029693942362675474
ERR4837112,PRJEB41174,soil metagenome,1835332910,2137000000.0,85.88%,3819075,,85.88,PRJEB41174,2.138,WGS,RANDOM,Illumina MiSeq,SV8,soil metagenome,233172,233172,2013,1,78.8965958,12.06373301,,,ecological,ecological,ecological,false,0.01955300833099134
ERR2603159,PRJEB24121,soil metagenome,915754189,1359000000.0,67.38%,4652750,,67.38,PRJEB24121,1.36,WGS,RANDOM,Illumina HiSeq 4000,FO129,soil metagenome,233446,233446,2015,1,58.93359,22.39061,,,ecological,ecological,ecological,false,0.05757366472857192
ERR2603256,PRJEB24121,soil metagenome,985571375,1596000000.0,61.75%,4185905,,61.75,PRJEB24121,1.596,WGS,RANDOM,Illumina HiSeq 4000,FO235,soil metagenome,233447,233447,2015,1,58.2617,21.9127,,,ecological,ecological,ecological,false,0.0736657138885398
ERR2603218,PRJEB24121,soil metagenome,997584447,1571000000.0,63.50%,4568531,,63.5,PRJEB24121,1.572,WGS,RANDOM,Illumina HiSeq 4000,FO191,soil metagenome,233448,233448,2015,1,57.908082,26.273912,,,ecological,ecological,ecological,false,0.06835811266143078
SRR9887591,PRJNA557612,soil metagenome,524889998,917000000.0,57.24%,4004960,,57.24,PRJNA557612,0.917,WGS,RANDOM,Illumina MiSeq,RA0b,soil metagenome,233696,233696,2016,10,51.5,6.28,,,ecological,ecological,ecological,false,0.0888400912213303
SRR12717689,PRJNA665391,soil metagenome,8921332574,18257000000.0,48.87%,3723288,,48.87,PRJNA665391,18.258,WGS,RANDOM,Illumina HiSeq 2500,MB4,soil metagenome,233711,233711,2019,3,-22.26319,-69.72428,,,ecological,ecological,ecological,true,0.12442406276313943
SRR10360639,PRJNA577476,soil metagenome,14278235089,19162000000.0,74.51%,5046686,,74.51,PRJNA577476,19.162,WGS,RANDOM,Illumina HiSeq 2500,2013_80cm,soil metagenome,233730,233730,2013,9,39.7292,-123.6419,,,ecological,ecological,ecological,false,0.04068423895495566
SRR8100013,PRJNA497915,soil metagenome,3785793092,4618000000.0,81.98%,4350536,,81.98,PRJNA497915,4.619,WGS,RANDOM,NextSeq 500,BC3.1,soil metagenome,233734,233734,2015,11,21.5416,-158.0875,,,ecological,ecological,ecological,true,0.026140735152608337
SRR10028499,PRJNA562410,soil metagenome,3845091914,6194000000.0,62.08%,5188918,,62.08,PRJNA562410,6.195,WGS,RANDOM,Illumina HiSeq 4000,SoilSampleHF2,soil metagenome,233736,233736,2012,11,-2.15816664,103.33375,,,ecological,ecological,ecological,true,0.07264195851561944
SRR10360632,PRJNA577476,soil metagenome,19998441235,30570000000.0,65.42%,4656561,,65.42,PRJNA577476,30.571,WGS,RANDOM,Illumina HiSeq 2500,Mad1_80_16,soil metagenome,233738,233738,2016,6,39.7279,-123.6444,,,ecological,ecological,ecological,false,0.06286159170684243
SRR11051962,PRJNA605576,soil metagenome,5302375067,7189000000.0,73.76%,4704983,,73.76,PRJNA605576,7.19,WGS,RANDOM,Illumina HiSeq 2500,TZ_16,soil metagenome,233753,233753,2017,1,28.68,121.43,,,ecological,ecological,ecological,false,0.04230715747518141
SRR5512147,PRJNA385547,soil metagenome,9203252170,12429000000.0,74.05%,4300846,,74.05,PRJNA385547,12.429,WGS,RANDOM,Illumina HiSeq 2500,T17,soil metagenome,233768,233768,2014,7,30.63278,120.23528,,,ecological,ecological,ecological,false,0.041675730761822245
SRR9691034,PRJNA554750,soil metagenome,9395811370,11769000000.0,79.84%,4554507,,79.84,PRJNA554750,11.769,WGS,RANDOM,Illumina NovaSeq 6000,W215,soil metagenome,233784,233784,2013,9,29.4,100.1,,,ecological,ecological,ecological,false,0.030029003728229482
SRR9697561,PRJNA554694,soil metagenome,1247379664,1679000000.0,74.29%,4035652,,74.29,PRJNA554694,1.68,WGS,RANDOM,NextSeq 500,SHB12E_metagnm,soil metagenome,233791,233791,2018,6,29.84,-94.04,,,ecological,ecological,ecological,false,0.041156898772991404
ERR1700680,PRJEB8420,soil metagenome,9242667406,14792000000.0,62.48%,4791554,,62.48,PRJEB8420,14.793,WGS,RANDOM,Illumina HiSeq 2500,A8-OM1C0-M1,soil metagenome,233837,233837,2011,7,49.08,-89.38,0.2,,ecological,ecological,ecological,false,0.07141554144585974
ERR1700681,PRJEB8420,soil metagenome,9724811895,15123000000.0,64.30%,4834679,,64.3,PRJEB8420,15.124,WGS,RANDOM,Illumina HiSeq 2500,A8-OM1C0-M2,soil metagenome,233838,233838,2011,7,49.08,-89.38,0.2,,ecological,ecological,ecological,false,0.06602800379123139
ERR1877785,PRJEB18701,soil metagenome,2993054237,5618000000.0,53.28%,5278104,,53.28,PRJEB18701,5.619,WGS,RANDOM,Illumina HiSeq 2500,S098,soil metagenome,233916,233916,,,6.42497,80.41758,,,ecological,ecological,ecological,true,0.10428204574176225
ERR1877680,PRJEB18701,soil metagenome,1159778804,2008000000.0,57.76%,4904757,,57.76,PRJEB18701,2.008,WGS,RANDOM,Illumina HiSeq 2500,G2677,soil metagenome,233919,233919,,,-6.01732,145.41601,,,ecological,ecological,ecological,true,0.08696963538543816
ERR1877900,PRJEB18701,soil metagenome,1256252915,2008000000.0,62.56%,4497218,,62.56,PRJEB18701,2.008,WGS,RANDOM,Illumina HiSeq 2500,G2661,soil metagenome,233920,233920,,,-6.63903,146.90886,,,ecological,ecological,ecological,true,0.07117214000183582
ERR163133,PRJEB3221,soil metagenome,890589904,1508000000.0,59.06%,3958353,,59.06,PRJEB3221,1.508,WGS,RANDOM,Illumina Genome Analyzer,rup_soil,soil metagenome,234246,234246,2007,8,27.00686111111,81.14938888889,0.2,,ecological,ecological,ecological,false,0.08243759627070449
ERR2709753,PRJEB27870,soil metagenome,2050234032,2691000000.0,76.19%,4607371,,76.19,PRJEB27870,2.692,WGS,RANDOM,unspecified,13A_1,soil metagenome,234573,234573,2017,3,34.1843333333333,118.191166666667,,,ecological,ecological,ecological,false,0.037164846739229915
ERR2078400,PRJEB22068,soil metagenome,595566962,812000000.0,73.35%,5051887,,73.35,PRJEB22068,0.812,WGS,RANDOM,unspecified,DSNY_009-M-20140409-C,soil metagenome,234574,234574,2014,4,28.073118,-81.428559,,,ecological,ecological,ecological,false,0.04320838356318377
SRR12696341,PRJNA665014,soil metagenome,1411343004,2103000000.0,67.11%,4914147,,67.11,PRJNA665014,2.103,WGS,RANDOM,Illumina HiScanSQ,SUG-D_3,soil metagenome,235060,235060,2013,1,-21.708519,-47.582469,,,ecological,ecological,ecological,true,0.05828375970961113
SRR7011995,PRJNA443239,soil metagenome,5562746561,9674000000.0,57.50%,4270331,,57.5,PRJNA443239,9.674,WGS,RANDOM,Illumina HiSeq 2500,BWTOA,soil metagenome,235444,235444,2016,8,38.9206,-106.9514,,,ecological,ecological,ecological,false,0.0879006344467118
SRR3971189,PRJNA330023,soil metagenome,31109566068,43874000000.0,70.91%,3293778,,70.91,PRJNA330023,43.875,WGS,RANDOM,Illumina HiSeq 2000,CZCW,soil metagenome,235448,235448,2011,7,39.53,-107.78,,,ecological,ecological,ecological,false,0.04878734227252562
SRR3979978,PRJNA330090,soil metagenome,6397811083,9012000000.0,70.99%,4979306,,70.99,PRJNA330090,9.013,WGS,RANDOM,Illumina HiSeq 2000,GNZW,soil metagenome,235452,235452,2011,9,38.88,-120.64,,,ecological,ecological,ecological,false,0.04859834468970734
SRR3984706,PRJNA330014,soil metagenome,2150697344,3210000000.0,67.00%,4509461,,67.0,PRJNA330014,3.211,WGS,RANDOM,Illumina HiSeq 2000,HOWH,soil metagenome,235454,235454,2011,9,39.05,-99.1,,,ecological,ecological,ecological,false,0.05857469845922232
SRR4022092,PRJNA336391,soil metagenome,3423569128,4681000000.0,73.14%,5353677,,73.14,PRJNA336391,4.681,WGS,RANDOM,Illumina HiSeq 2000,PZGT,soil metagenome,235455,235455,,,42.532967,-72.209488,,,ecological,ecological,ecological,false,0.04367390013390081
SRR8465469,PRJNA502723,soil metagenome,2892652801,4833000000.0,59.85%,4883021,,59.85,PRJNA502723,4.834,WGS,RANDOM,Illumina HiSeq 2500,CPGWU,soil metagenome,235462,235462,2017,9,59.9989,10.7903,,,ecological,ecological,ecological,false,0.07977968537010759
SRR7011943,PRJNA443234,soil metagenome,5175844212,9474000000.0,54.63%,4355451,,54.63,PRJNA443234,9.474,WGS,RANDOM,Illumina HiSeq 2500,BWTNU,soil metagenome,235463,235463,2016,8,38.9205,-106.9513,,,ecological,ecological,ecological,false,0.09876623601715089
SRR10520895,PRJNA364550,soil metagenome,22686070493,33409000000.0,67.90%,5018032,,67.9,PRJNA364550,33.409,WGS,RANDOM,Illumina HiSeq 2500,BGWXO,soil metagenome,235484,235484,2016,6,39.7291,-123.6419,,,ecological,ecological,ecological,false,0.056221985975922456
SRR9648393,PRJNA539594,soil metagenome,53259932131,72469000000.0,73.49%,4715518,,73.49,PRJNA539594,72.47,WGS,RANDOM,Illumina NovaSeq 6000,CWANC,soil metagenome,235489,235489,2017,8,39.0844,-86.4705,,,ecological,ecological,ecological,false,0.04289951721418166
SRR4027578,PRJNA336855,soil metagenome,6770506269,10218000000.0,66.26%,4300919,,66.26,PRJNA336855,10.218,WGS,RANDOM,Illumina Genome Analyzer IIx,GPIC,soil metagenome,235493,235493,2009,6,39.0042816,-77.1012173,,,ecological,ecological,ecological,false,0.060557030542193184
SRR11613032,PRJNA620814,soil metagenome,47994505926,60681000000.0,79.09%,4744064,,79.09,PRJNA620814,60.681,WGS,RANDOM,Illumina NovaSeq 6000,GOHGZ,soil metagenome,235494,235494,2017,7,26.6539,-80.6288,,,ecological,ecological,ecological,false,0.03144150902133614
SRR4027586,PRJNA336855,soil metagenome,3123371615,4773000000.0,65.44%,4201921,,65.44,PRJNA336855,4.774,WGS,RANDOM,Illumina Genome Analyzer II,GPIC,soil metagenome,235498,235498,2009,6,39.0042816,-77.1012173,,,ecological,ecological,ecological,false,0.06280603364465183
SRR3954454,PRJNA330082,soil metagenome,41161944387,52096000000.0,79.01%,4599547,,79.01,PRJNA330082,52.097,WGS,RANDOM,Illumina HiSeq 2000,NPZW,soil metagenome,235500,235500,2008,8,38.99297339,-123.0674491,,,ecological,ecological,ecological,false,0.031593759011769945
SRR7687005,PRJNA468342,soil metagenome,8551347017,12466000000.0,68.60%,4623474,,68.6,PRJNA468342,12.467,WGS,RANDOM,Illumina HiSeq 2500,CHTPU,soil metagenome,235509,235509,2017,6,40.4449,-87.0297,,,ecological,ecological,ecological,false,0.05443477808044526
SRR5690348,PRJNA375192,soil metagenome,12818982487,19867000000.0,64.52%,4527100,,64.52,PRJNA375192,19.868,WGS,RANDOM,Illumina HiSeq 2500,ASSSU,soil metagenome,235510,235510,2014,6,33.8834,-83.4195,,,ecological,ecological,ecological,false,0.06539735397495959
SRR8553629,PRJNA518586,soil metagenome,31467175064,38515000000.0,81.70%,4131508,,81.7,PRJNA518586,38.515,WGS,RANDOM,Illumina NovaSeq 6000,CTZGU,soil metagenome,235513,235513,2017,6,38.9206,-106.9489,,,ecological,ecological,ecological,false,0.026637898364620178
SRR12681510,PRJNA654769,soil metagenome,40614719508,54740000000.0,74.20%,4083293,,74.2,PRJNA654769,54.74,WGS,RANDOM,Illumina NovaSeq 6000,GPBAW,soil metagenome,235515,235515,2018,7,42.0127,-93.7445,,,ecological,ecological,ecological,false,0.04135106744940445
SRR5213594,PRJNA367578,soil metagenome,8732581618,11485000000.0,76.03%,3961396,,76.03,PRJNA367578,11.486,WGS,RANDOM,Illumina HiSeq 2500,BBSZT,soil metagenome,235516,235516,2015,7,39.7181,-123.6527,,,ecological,ecological,ecological,false,0.03749332599114643
SRR6958483,PRJNA444976,soil metagenome,44575896962,59811000000.0,74.53%,4420094,,74.53,PRJNA444976,59.811,WGS,RANDOM,Illumina HiSeq 2500,BTTGH,soil metagenome,235517,235517,2012,5,41.109,-111.7531,,,ecological,ecological,ecological,false,0.040641408248733815
SRR7102015,PRJNA441498,soil metagenome,34351878115,50108000000.0,68.56%,5332702,,68.56,PRJNA441498,50.109,WGS,RANDOM,Illumina HiSeq 2500,BYYZU,soil metagenome,235520,235520,2017,5,42.481016,-72.178343,,,ecological,ecological,ecological,false,0.05453592111770387
SRR9032198,PRJNA539710,soil metagenome,22629129519,28903000000.0,78.29%,4539836,,78.29,PRJNA539710,28.903,WGS,RANDOM,Illumina NovaSeq 6000,CXZOC,soil metagenome,235528,235528,2018,3,39.6475,-79.9369,,,ecological,ecological,ecological,false,0.03297801071301765
SRR6266568,PRJNA406075,soil metagenome,23716607436,34199000000.0,69.35%,4352653,,69.35,PRJNA406075,34.199,WGS,RANDOM,Illumina HiSeq 2500,BGYZO,soil metagenome,235533,235533,2016,6,39.5673,-123.4758,,,ecological,ecological,ecological,false,0.05255994932203189
SRR8527072,PRJNA472181,soil metagenome,1568006904,1701000000.0,92.18%,3865228,,92.18,PRJNA472181,1.701,WGS,RANDOM,HiSeq X Ten,WGS_DMJL002_1-11,soil metagenome,235583,235583,2015,6,46.73,-117.18,,,ecological,ecological,ecological,false,0.010088833938448793
SRR10908123,PRJNA601929,soil metagenome,3582194189,5480000000.0,65.37%,4586676,,65.37,PRJNA601929,5.481,WGS,RANDOM,Illumina HiSeq 2000,KA3UB12.shotgun.raw,soil metagenome,235608,235608,2010,11,41.840719,-88.22980712,,,ecological,ecological,ecological,false,0.0630006355950845
SRR8936471,PRJNA528368,soil metagenome,9694051991,12336000000.0,78.58%,4782534,,78.58,PRJNA528368,12.337,WGS,RANDOM,HiSeq X Ten,Metagenome of Mikania micrantha_lib4,soil metagenome,235808,235808,2018,9,23.14,113.34,,,ecological,ecological,ecological,true,0.032417413925498954
SRR12277200,PRJNA647119,soil metagenome,4909124422,5652000000.0,86.86%,3865209,,86.86,PRJNA647119,5.653,WGS,RANDOM,Illumina HiSeq 2500,S8,soil metagenome,235906,235906,2016,8,46.49,9.93,,,ecological,ecological,ecological,false,0.017990633841127188
SRR5234508,PRJNA371523,soil metagenome,3629056247,4113000000.0,88.23%,4908973,,88.23,PRJNA371523,4.113,WGS,RANDOM,Illumina HiSeq 2000,21R,soil metagenome,236031,236031,2015,10,-25.56,29.56,,,ecological,ecological,ecological,true,0.015864672381055746
SRR7042359,PRJNA449266,soil metagenome,12908784368,15708000000.0,82.18%,4358941,,82.18,PRJNA449266,15.709,WGS,RANDOM,Illumina HiSeq 2500,14_0919_12_20cm,soil metagenome,236036,236036,2014,9,39.74,-123.63,,,ecological,ecological,ecological,false,0.025787692750726
SRR16124002,PRJNA767554,soil metagenome,15650009936,21193000000.0,73.85%,4697291,,73.85,PRJNA767554,21.193,WGS,RANDOM,Illumina NovaSeq 6000,RR131Oct_Bulk_conventional,soil metagenome,236046,236046,2018,10,38.545011,-121.876575,,,ecological,ecological,ecological,false,0.0421106667632919
SRR16123972,PRJNA767554,soil metagenome,19034288019,24463000000.0,77.81%,4725529,,77.81,PRJNA767554,24.464,WGS,RANDOM,Illumina NovaSeq 6000,RR891Oct_Bulk_convetional,soil metagenome,236048,236048,2018,10,38.540611,-121.870682,,,ecological,ecological,ecological,false,0.03391507730185012
SRR12284400,PRJNA647683,soil metagenome,6247479156,7784000000.0,80.26%,4435177,,80.26,PRJNA647683,7.784,WGS,RANDOM,Illumina HiSeq 2500,C4-gD,soil metagenome,236051,236051,,,-30.4704,137.1363,,,ecological,ecological,ecological,true,0.029249531706876223
ERR2210119,PRJEB23737,soil metagenome,2949941071,8042000000.0,36.68%,4638418,,36.68,PRJEB23737,8.042,WGS,RANDOM,Illumina HiSeq 2500,F7,soil metagenome,236377,236377,2011,10,42.67255,-77.040283,,,ecological,ecological,ecological,false,0.2052969529521027
ERR4837134,PRJEB41174,soil metagenome,6833655636,8542000000.0,80.00%,4094044,,80.0,PRJEB41174,8.542,WGS,RANDOM,NextSeq 500,SW7,soil metagenome,236400,236400,2014,1,67.90334,18.606574,,,ecological,ecological,ecological,false,0.029731096945211328
ERR4837129,PRJEB41174,soil metagenome,9198013417,10443000000.0,88.08%,4089042,,88.08,PRJEB41174,10.444,WGS,RANDOM,NextSeq 500,SW2,soil metagenome,236401,236401,2014,1,67.903128,18.604355,,,ecological,ecological,ecological,false,0.01609421778323883
ERR2603100,PRJEB24121,soil metagenome,989161017,1582000000.0,62.53%,4519400,,62.53,PRJEB24121,1.583,WGS,RANDOM,Illumina HiSeq 4000,FO67,soil metagenome,236676,236676,2015,1,57.90369,26.2774,,,ecological,ecological,ecological,false,0.07126334255794459
ERR2603065,PRJEB24121,soil metagenome,882638681,1384000000.0,63.77%,4301358,,63.77,PRJEB24121,1.385,WGS,RANDOM,Illumina HiSeq 4000,FO32,soil metagenome,236677,236677,2015,1,58.434,23.3011,,,ecological,ecological,ecological,false,0.06756516495687667
ERR2603272,PRJEB24121,soil metagenome,985127070,1559000000.0,63.19%,4579430,,63.19,PRJEB24121,1.56,WGS,RANDOM,Illumina HiSeq 4000,FO251,soil metagenome,236679,236679,2015,1,58.27948,25.58374,,,ecological,ecological,ecological,false,0.06927689055567204
SRR8100019,PRJNA497915,soil metagenome,12453630938,14635000000.0,85.09%,4485031,,85.09,PRJNA497915,14.636,WGS,RANDOM,NextSeq 500,BC2.3,soil metagenome,236939,236939,2015,11,21.5416,-158.0875,,,ecological,ecological,ecological,true,0.02083867225070401
SRR5381902,PRJNA378497,soil metagenome,930828181,1266000000.0,73.53%,4107622,,73.53,PRJNA378497,1.266,WGS,RANDOM,Illumina HiSeq 2500,C1,soil metagenome,236943,236943,2016,9,43.577,4.368,,,ecological,ecological,ecological,false,0.04281148571411635
SRR10360602,PRJNA577476,soil metagenome,1435116409,1819000000.0,78.90%,4415335,,78.9,PRJNA577476,1.819,WGS,RANDOM,Illumina HiSeq 2500,15_D_Rain_40_2_09182015,soil metagenome,236944,236944,2015,9,39.7393,-123.6309,,,ecological,ecological,ecological,false,0.031803606871683605
SRR8100031,PRJNA497915,soil metagenome,2960147745,3614000000.0,81.91%,4490243,,81.91,PRJNA497915,3.614,WGS,RANDOM,NextSeq 500,NBC2.1,soil metagenome,236949,236949,2015,11,21.5416,-158.0875,,,ecological,ecological,ecological,true,0.02626470730015252
SRR10083320,PRJNA563508,soil metagenome,18176604790,22814000000.0,79.67%,3751528,,79.67,PRJNA563508,22.815,WGS,RANDOM,HiSeq X Ten,GGL-S21,soil metagenome,236954,236954,2017,9,35.38,100.38,,,ecological,ecological,ecological,false,0.030346840762954515
SRR11051968,PRJNA605576,soil metagenome,4811519938,6002000000.0,80.17%,4456060,,80.17,PRJNA605576,6.003,WGS,RANDOM,Illumina HiSeq 2500,TZ_2,soil metagenome,236973,236973,2017,1,28.68,121.43,,,ecological,ecological,ecological,false,0.029415873889162572
SRR5823599,PRJNA393632,soil metagenome,13219592314,19668000000.0,67.21%,4088955,,67.21,PRJNA393632,19.668,WGS,RANDOM,Illumina HiSeq 2000,S8s,soil metagenome,236996,236996,2010,12,45.19,8.25,,,ecological,ecological,ecological,false,0.05802009634479869
SRR8931204,PRJNA533779,soil metagenome,2253421460,3547000000.0,63.53%,4370060,,63.53,PRJNA533779,3.547,WGS,RANDOM,Illumina HiSeq 1500,AH20_S20_L006,soil metagenome,237008,237008,2015,11,43.0,-92.5,,,ecological,ecological,ecological,false,0.06826967452176026
SRR15377968,PRJNA714922,soil metagenome,17637382022,58875000000.0,29.96%,5254413,,29.96,PRJNA714922,58.876,WGS,RANDOM,Illumina NovaSeq 6000,Novaseq_root_tip_reads_Stand_24_Tree_4,soil metagenome,237042,237042,2018,8,44.2225,-85.753483,,,ecological,ecological,ecological,false,0.27801949666790404
ERR1700699,PRJEB8420,soil metagenome,5814986946,8339000000.0,69.73%,5056950,,69.73,PRJEB8420,8.339,WGS,RANDOM,Illumina HiSeq 2500,BL-OM0C0-O1,soil metagenome,237056,237056,2011,9,38.88,-120.64,0.0,,ecological,ecological,ecological,false,0.05162542977378729
ERR1877806,PRJEB18701,soil metagenome,584681518,1270000000.0,46.04%,5248959,,46.04,PRJEB18701,1.27,WGS,RANDOM,Illumina HiSeq 2500,G2736,soil metagenome,237133,237133,,,-6.3755,145.2558333,,,ecological,ecological,ecological,true,0.13938227551377969
ERR1877902,PRJEB18701,soil metagenome,1275790146,2008000000.0,63.54%,4523437,,63.54,PRJEB18701,2.008,WGS,RANDOM,Illumina HiSeq 2500,G2661,soil metagenome,237134,237134,,,-6.63903,146.90886,,,ecological,ecological,ecological,true,0.06824021369986813
ERR1877687,PRJEB18701,soil metagenome,1319003962,2008000000.0,65.69%,4429607,,65.69,PRJEB18701,2.008,WGS,RANDOM,Illumina HiSeq 2500,G2660,soil metagenome,237135,237135,,,-9.42183,147.36922,,,ecological,ecological,ecological,true,0.06211441231177964
ERR1877887,PRJEB18701,soil metagenome,5585998048,8270000000.0,67.55%,4819213,,67.55,PRJEB18701,8.27,WGS,RANDOM,Illumina HiSeq 2500,G3242,soil metagenome,237136,237136,,,59.49325,25.36253,,,ecological,ecological,ecological,false,0.05712948014046531
SRR3401959,PRJNA317648,soil metagenome,3357481826,4183000000.0,80.26%,5816037,,80.26,PRJNA317648,4.184,WGS,RANDOM,Illumina HiSeq 2500,CO.W6.6_wgs,soil metagenome,237139,237139,2014,1,45.41,-73.25,,,ecological,ecological,ecological,false,0.029249531706876223
ERR671917,PRJEB7626,soil metagenome,10922998076,13387000000.0,81.59%,4275430,,81.59,PRJEB7626,13.388,WGS,RANDOM,Illumina HiSeq 2500,102.100.100/8268,soil metagenome,237142,237142,2012,11,-35.12282,141.99678,0.1,,ecological,ecological,ecological,true,0.026834146084634903
SRR10011691,PRJNA554847,soil metagenome,376699951,1665000000.0,22.62%,4549516,,22.62,PRJNA554847,1.666,WGS,RANDOM,NextSeq 500,QL_0105_SM,soil metagenome,237375,237375,2017,1,9.54,-79.6,,,ecological,ecological,ecological,true,0.40682445298328085
SRR10011747,PRJNA554847,soil metagenome,241524801,1045000000.0,23.11%,4610132,,23.11,PRJNA554847,1.046,WGS,RANDOM,NextSeq 500,LP_0202_SM,soil metagenome,237376,237376,2017,1,9.12,-79.9,,,ecological,ecological,ecological,true,0.3956770305698485
SRR10011748,PRJNA554847,soil metagenome,396408892,1602000000.0,24.74%,4627701,,24.74,PRJNA554847,1.602,WGS,RANDOM,NextSeq 500,IG_0105_SM,soil metagenome,237377,237377,2017,1,9.38,-79.86,,,ecological,ecological,ecological,true,0.36177241003987154
ERR2078409,PRJEB22068,soil metagenome,1173818581,1592000000.0,73.73%,4910758,,73.73,PRJEB22068,1.592,WGS,RANDOM,unspecified,DSNY_025-M-20140327-C,soil metagenome,237774,237774,2014,3,28.071776,-81.42062,,,ecological,ecological,ecological,false,0.04237276097928667
SRR6201805,PRJNA366500,soil metagenome,1340424410,1957000000.0,68.49%,4523418,,68.49,PRJNA366500,1.958,WGS,RANDOM,Illumina HiSeq 2000,HNHA,soil metagenome,238676,238676,2011,6,39.23550963,-121.2836963,,,ecological,ecological,ecological,false,0.05471320570848938
SRR6201921,PRJNA366511,soil metagenome,1904942751,2826000000.0,67.41%,4448306,,67.41,PRJNA366511,2.827,WGS,RANDOM,Illumina HiSeq 2000,HOXX,soil metagenome,238677,238677,2011,9,39.070856,-96.582821,,,ecological,ecological,ecological,false,0.05749511641859889
SRR7471670,PRJNA464552,soil metagenome,5204428288,8005000000.0,65.01%,4866726,,65.01,PRJNA464552,8.005,WGS,RANDOM,Illumina HiSeq 2000,GNZG,soil metagenome,238680,238680,2011,8,18.0,-65.0,,,ecological,ecological,ecological,true,0.06400806535074263
SRR7469572,PRJNA464532,soil metagenome,5277641564,8585000000.0,61.48%,5004781,,61.48,PRJNA464532,8.585,WGS,RANDOM,Illumina HiSeq 2000,GNYX,soil metagenome,238683,238683,2009,5,18.0,-65.0,,,ecological,ecological,ecological,true,0.07451150646255957
SRR6201999,PRJNA366403,soil metagenome,12398407775,17275000000.0,71.77%,5006929,,71.77,PRJNA366403,17.276,WGS,RANDOM,Illumina HiSeq 2000,NGOU,soil metagenome,238684,238684,2012,12,31.11,-95.15,,,ecological,ecological,ecological,false,0.04677769913687145
SRR12390917,PRJNA617222,soil metagenome,8389703332,11243000000.0,74.62%,4703355,,74.62,PRJNA617222,11.243,WGS,RANDOM,Illumina NovaSeq 6000,GTBHB,soil metagenome,238687,238687,2017,8,41.9035,-89.3341,,,ecological,ecological,ecological,false,0.040448954192948985
SRR7471159,PRJNA464522,soil metagenome,9953415914,14380000000.0,69.22%,4897130,,69.22,PRJNA464522,14.381,WGS,RANDOM,Illumina HiSeq 2000,HBPZ,soil metagenome,238691,238691,2009,12,18.0,-65.0,,,ecological,ecological,ecological,true,0.0528820088976368
SRR8465118,PRJNA502722,soil metagenome,3306000772,5309000000.0,62.27%,4770357,,62.27,PRJNA502722,5.309,WGS,RANDOM,Illumina HiSeq 2500,CPGWT,soil metagenome,238711,238711,2017,9,59.9992,10.7901,,,ecological,ecological,ecological,false,0.07205744581614412
SRR6266852,PRJNA406085,soil metagenome,20585338860,29077000000.0,70.80%,4831445,,70.8,PRJNA406085,29.078,WGS,RANDOM,Illumina HiSeq 2500,BGZAB,soil metagenome,238715,238715,2015,4,39.7291,-123.6419,,,ecological,ecological,ecological,false,0.04904791134464243
SRR3990170,PRJNA330331,soil metagenome,29026411226,38468000000.0,75.46%,2998748,,75.46,PRJNA330331,38.469,WGS,RANDOM,Illumina HiSeq 2000,PAHN,soil metagenome,238737,238737,2013,3,39.53,-107.78,,,ecological,ecological,ecological,false,0.038674853911237025
SRR7026262,PRJNA443184,soil metagenome,7282833112,12580000000.0,57.89%,4773406,,57.89,PRJNA443184,12.581,WGS,RANDOM,Illumina HiSeq 2500,BWTPH,soil metagenome,238756,238756,2016,8,38.9871,-107.0011,,,ecological,ecological,ecological,false,0.08650727188549659
SRR12844128,PRJNA669350,soil metagenome,3382324872,14044000000.0,24.08%,3701182,,24.08,PRJNA669350,14.045,WGS,RANDOM,Illumina HiSeq 4000,S124,soil metagenome,238805,238805,2015,10,31.33,120.42,,,ecological,ecological,ecological,false,0.3749476544984128
SRR12687281,PRJNA664310,soil metagenome,7326937746,10861000000.0,67.46%,3614207,,67.46,PRJNA664310,10.862,WGS,RANDOM,Illumina HiSeq 1500,BP4,soil metagenome,238809,238809,2019,6,44.38,83.33,,,ecological,ecological,ecological,false,0.057364357817798806
